FPM:   Word:                  Gender:
0.173  pleutre                f -> m 
0.173  electro                m -> f 
0.173  non-conformiste        f -> m 
0.173  odonate                f -> m 
0.173  châtré                 f -> m 
0.173  plébiscite             f -> m 
0.173  diurétique             f -> m 
0.17   tripotage              f -> m 
0.17   protoxyde              f -> m 
0.17   démarchage             f -> m 
0.17   lactate                f -> m 
0.17   taratata               f -> m 
0.17   brise-glace            f -> m 
0.17   démêlé                 f -> m 
0.17   synode                 f -> m 
0.17   legendre               f -> m 
0.17   calva                  f -> m 
0.17   hors-piste             f -> m 
0.167  dévoyé                 f -> m 
0.167  polyuréthane           f -> m 
0.167  consort                m -> f 
0.167  goitre                 f -> m 
0.167  électromagnétisme      m -> f 
0.167  démontage              f -> m 
0.167  cé                     f -> m 
0.167  abalone                f -> m 
0.167  curetage               f -> m 
0.167  crotté                 f -> m 
0.167  follicule              f -> m 
0.167  foutage                f -> m 
0.167  anti-inflammatoire     f -> m 
0.164  tantale                f -> m 
0.164  balsa                  f -> m 
0.164  grignotage             f -> m 
0.164  pentacle               f -> m 
0.164  bacille                f -> m 
0.164  brontosaure            f -> m 
0.164  dogue                  f -> m 
0.164  globule                f -> m 
0.164  oxymètre               f -> m 
0.164  toluène                f -> m 
0.164  ouvre-bouteille        f -> m 
0.164  sativa                 f -> m 
0.164  antagoniste            f -> m 
0.161  claquage               f -> m 
0.161  conge                  f -> m 
0.161  stroboscope            f -> m 
0.161  manutentionnaire       f -> m 
0.161  passe-montagne         f -> m 
0.161  montre-bracelet        m -> f 
0.161  duplicata              f -> m 
0.161  avant-centre           f -> m 
0.161  actu                   m -> f 
0.161  sépulcre               f -> m 
0.161  échantillonnage        f -> m 
0.161  opiacé                 f -> m 
0.161  casse-couille          f -> m 
0.157  endoscope              f -> m 
0.157  camionnage             f -> m 
0.157  parapente              f -> m 
0.157  mononcle               f -> m 
0.157  americana              f -> m 
0.157  cricoïde               f -> m 
0.157  wookie                 f -> m 
0.157  routage                f -> m 
0.157  gavroche               f -> m 
0.157  méthylène              f -> m 
0.157  cloporte               f -> m 
0.154  spermatozoïde          f -> m 
0.154  blanchissage           f -> m 
0.154  batifolage             f -> m 
0.154  tangage                f -> m 
0.154  désamorçage            f -> m 
0.154  mi-août                m -> f 
0.151  grouse                 f -> m 
0.151  ébéniste               f -> m 
0.151  fifre                  f -> m 
0.151  burgonde               f -> m 
0.151  café-théâtre           f -> m 
0.148  antigène               f -> m 
0.148  hypermarché            f -> m 
0.148  bara                   f -> m 
0.148  tertre                 f -> m 
0.148  hile                   f -> m 
0.148  étiquetage             f -> m 
0.148  méthyle                f -> m 
0.145  dératé                 f -> m 
0.145  pèze                   f -> m 
0.145  zouave                 f -> m 
0.145  pore                   f -> m 
0.145  rifle                  f -> m 
0.145  vago                   m -> f 
0.145  serrage                f -> m 
0.145  calcification          f -> m 
0.145  codicille              f -> m 
0.145  stipe                  f -> m 
0.145  épicéa                 f -> m 
0.142  triptyque              f -> m 
0.142  asse                   f -> m 
0.142  hexagone               f -> m 
0.142  funiculaire            f -> m 
0.142  essorage               f -> m 
0.142  alizé                  f -> m 
0.142  magnanimité            f -> m 
0.142  radiotélescope         f -> m 
0.142  basalte                f -> m 
0.142  mal-être               f -> m 
0.142  cacique                f -> m 
0.142  articulaire            f -> m 
0.142  squale                 f -> m 
0.142  amorçage               f -> m 
0.139  légataire              f -> m 
0.139  mistake                f -> m 
0.139  lavomatique            f -> m 
0.139  lamé                   f -> m 
0.139  libertinage            f -> m 
0.139  béluga                 f -> m 
0.139  pêle-mêle              f -> m 
0.139  chancre                f -> m 
0.139  métissage              f -> m 
0.135  bloc-note              f -> m 
0.135  candélabre             f -> m 
0.135  infanticide            f -> m 
0.135  tore                   f -> m 
0.135  mal-aimé               f -> m 
0.135  nodule                 f -> m 
0.135  contre-la-montre       f -> m 
0.135  escompte               f -> m 
0.135  broyage                f -> m 
0.135  kava                   f -> m 
0.135  rodage                 f -> m 
0.135  libre-service          f -> m 
0.135  solfège                f -> m 
0.132  tarse                  f -> m 
0.132  adverbe                f -> m 
0.132  contremaitre           f -> m 
0.132  coolie                 f -> m 
0.132  verbiage               f -> m 
0.132  ceviche                f -> m 
0.132  cinématographe         f -> m 
0.132  berbère                f -> m 
0.132  quadruplé              f -> m 
0.132  planétoïde             f -> m 
0.132  contrordre             f -> m 
0.129  amuse-bouche           f -> m 
0.129  quadrupède             f -> m 
0.129  déphasage              f -> m 
0.129  épandage               f -> m 
0.129  baste                  f -> m 
0.129  suricate               f -> m 
0.129  aquifère               f -> m 
0.129  hongre                 f -> m 
0.129  spéléo                 m -> f 
0.129  magasinage             f -> m 
0.129  jean-foutre            f -> m 
0.129  brème                  m -> f 
0.129  garde-boue             f -> m 
0.129  décime                 m -> f 
0.129  placentaire            f -> m 
0.126  merengue               f -> m 
0.126  dynamitage             f -> m 
0.126  myrte                  f -> m 
0.126  homme-grenouille       f -> m 
0.126  nappage                f -> m 
0.126  étrusque               f -> m 
0.126  pilonnage              f -> m 
0.126  électrolyte            f -> m 
0.126  roulage                f -> m 
0.123  talion                 f -> m 
0.123  long-métrage           f -> m 
0.123  conique                f -> m 
0.123  matraquage             f -> m 
0.123  colza                  f -> m 
0.123  taboulé                f -> m 
0.123  herbicide              f -> m 
0.123  walkie-talkie          f -> m 
0.123  trombinoscope          f -> m 
0.123  récépissé              f -> m 
0.123  benzodiazépine         f -> m 
0.123  tonnage                f -> m 
0.123  brahmane               f -> m 
0.12   anthracite             f -> m 
0.12   stégosaure             f -> m 
0.12   grisé                  f -> m 
0.12   quintuple              f -> m 
0.12   zêta                   f -> m 
0.12   tanga                  f -> m 
0.12   émincé                 f -> m 
0.12   reliquaire             f -> m 
0.12   sconse                 f -> m 
0.12   acouphène              f -> m 
0.12   éthyle                 f -> m 
0.12   trempage               f -> m 
0.116  arachnide              f -> m 
0.116  aréna                  f -> m 
0.116  cimeterre              f -> m 
0.116  garde-barrière         f -> m 
0.116  glyphe                 f -> m 
0.116  scaphoïde              f -> m 
0.116  plantage               f -> m 
0.116  cingle                 f -> m 
0.116  chronométrage          f -> m 
0.116  tartre                 f -> m 
0.116  sarde                  f -> m 
0.116  consistoire            f -> m 
0.116  pastiche               f -> m 
0.116  centipède              f -> m 
0.116  oestrogène             f -> m 
0.116  lévite                 f -> m 
0.116  nescafé                f -> m 
0.116  jacquart               m -> f 
0.116  dégivrage              f -> m 
0.113  graphe                 f -> m 
0.113  granité                f -> m 
0.113  attentat-suicide       f -> m 
0.113  dividende              f -> m 
0.113  chromatographe         f -> m 
0.113  truquage               f -> m 
0.113  calque                 f -> m 
0.113  quintette              f -> m 
0.113  bidasse                f -> m 
0.113  porte-bébé             f -> m 
0.113  levage                 f -> m 
0.113  stigmate               f -> m 
0.113  vanda                  f -> m 
0.113  clivage                f -> m 
0.11   bec-de-lièvre          f -> m 
0.11   polype                 f -> m 
0.11   ipéca                  f -> m 
0.11   chambranle             f -> m 
0.11   rutabaga               f -> m 
0.11   datura                 f -> m 
0.11   sépia                  f -> m 
0.11   phosgène               f -> m 
0.11   métropolite            f -> m 
0.11   métacarpe              f -> m 
0.11   édile                  f -> m 
0.107  formica                f -> m 
0.107  aide-mémoire           f -> m 
0.107  matricide              f -> m 
0.107  torque                 f -> m 
0.107  marbré                 f -> m 
0.107  tensiomètre            f -> m 
0.107  radotage               f -> m 
0.107  copinage               f -> m 
0.107  polyvalence            f -> m 
0.107  réticule               f -> m 
0.107  équilibrage            f -> m 
0.107  yoruba                 f -> m 
0.107  tête-à-queue           f -> m 
0.107  soluté                 f -> m 
0.107  fibroscope             f -> m 
0.107  silicate               f -> m 
0.107  farniente              f -> m 
0.107  antifongique           f -> m 
0.107  dogmatique             f -> m 
0.104  bigophone              f -> m 
0.104  silure                 f -> m 
0.104  métallurgiste          f -> m 
0.104  vermicelle             f -> m 
0.104  trouvère               f -> m 
0.104  timbre-poste           f -> m 
0.104  aéroplane              f -> m 
0.104  point-virgule          f -> m 
0.104  nitrite                f -> m 
0.104  filetage               f -> m 
0.104  octane                 f -> m 
0.104  allergène              f -> m 
0.104  franc-maçonnerie       f -> m 
0.104  bathyscaphe            f -> m 
0.104  tomme                  m -> f 
0.104  hydrocarbure           f -> m 
0.104  bastingage             f -> m 
0.104  perçage                f -> m 
0.101  stupre                 f -> m 
0.101  hiéroglyphe            f -> m 
0.101  nanite                 f -> m 
0.101  pressage               f -> m 
0.101  podomètre              f -> m 
0.101  spectroscope           f -> m 
0.101  homme-orchestre        f -> m 
0.101  bôme                   m -> f 
0.101  compo                  m -> f 
0.101  antimoine              f -> m 
0.101  prétoire               f -> m 
0.101  homoncule              f -> m 
0.101  esse                   f -> m 
0.101  tamia                  f -> m 
0.101  crochetage             f -> m 
0.101  perce-oreille          f -> m 

Found 15K nouns of which 14% were rogues
