FPM:   Word:                  Gender:
1.1    ramassage              f -> m 
1.1    projectile             f -> m 
1.1    trampoline             f -> m 
1.1    striptease             f -> m 
1.1    rasage                 f -> m 
1.1    ozone                  f -> m 
1.1    déminage               f -> m 
1.1    fossile                f -> m 
1.1    alchimiste             f -> m 
1.1    polio                  m -> f 
1.1    clonage                f -> m 
1.1    talkie-walkie          f -> m 
1.1    occulte                f -> m 
1.1    cyclope                f -> m 
1.1    ovule                  f -> m 
1.1    bourgogne              f -> m 
1.1    nautique               f -> m 
1.1    réglage                f -> m 
1.1    druide                 f -> m 
1.1    succube                f -> m 
1.1    fauve                  f -> m 
1.1    sono                   m -> f 
1.1    phosphore              f -> m 
1.1    pamplemousse           f -> m 
1.1    entame                 m -> f 
1.1    glucose                f -> m 
1.1    birdie                 f -> m 
1.1    feutre                 f -> m 
1.1    lange                  f -> m 
1.1    critère                f -> m 
1.1    carrelage              f -> m 
1.1    gîte                   f -> m 
1.1    presbytère             f -> m 
1.1    face-à-face            f -> m 
1.1    oxyde                  f -> m 
1.1    fantaisiste            f -> m 
1      assemblage             f -> m 
1      pipeline               f -> m 
1      aphrodisiaque          f -> m 
1      immigré                f -> m 
1      kyste                  f -> m 
1      microbe                f -> m 
1      jugulaire              f -> m 
1      archange               f -> m 
1      vernissage             f -> m 
1      monarque               f -> m 
1      reptile                f -> m 
1      bastion                f -> m 
1      triplé                 f -> m 
1      barracuda              f -> m 
1      millimètre             f -> m 
1      calamité               f -> m 
1      cartable               f -> m 
1      blablabla              f -> m 
1      stratège               f -> m 
1      monoxyde               f -> m 
1      commanditaire          f -> m 
1      folklore               f -> m 
1      réfectoire             f -> m 
0.998  passe-passe            f -> m 
0.998  bureaucrate            f -> m 
0.995  glaive                 f -> m 
0.995  sarcophage             f -> m 
0.995  commandité             f -> m 
0.992  testicule              f -> m 
0.989  bazooka                f -> m 
0.989  saxophone              f -> m 
0.985  caméscope              f -> m 
0.985  contre-interrogatoire  f -> m 
0.985  dégradé                f -> m 
0.979  calice                 f -> m 
0.979  blindage               f -> m 
0.973  pancake                f -> m 
0.973  seigle                 f -> m 
0.973  nominé                 f -> m 
0.97   cherokee               f -> m 
0.963  insecticide            f -> m 
0.963  propane                f -> m 
0.963  phone                  f -> m 
0.96   condé                  f -> m 
0.96   télégraphe             f -> m 
0.96   centurion              f -> m 
0.957  solstice               f -> m 
0.954  vicomte                f -> m 
0.951  té                     f -> m 
0.948  chlorure               f -> m 
0.948  poulpe                 f -> m 
0.945  écorché                f -> m 
0.945  braille                f -> m 
0.945  jute                   f -> m 
0.941  mausolée               f -> m 
0.941  abonné                 f -> m 
0.941  panache                f -> m 
0.935  ventricule             f -> m 
0.935  haha                   f -> m 
0.926  périphérique           f -> m 
0.926  parterre               f -> m 
0.926  méthadone              f -> m 
0.923  croque-mitaine         f -> m 
0.919  lacrosse               f -> m 
0.919  encombre               f -> m 
0.916  brouillage             f -> m 
0.91   hombre                 f -> m 
0.91   précipice              f -> m 
0.907  contre-espionnage      f -> m 
0.907  pathogène              f -> m 
0.907  armistice              f -> m 
0.904  centenaire             f -> m 
0.904  magnolia               f -> m 
0.9    rhade                  f -> m 
0.9    chinetoque             f -> m 
0.897  abordage               f -> m 
0.894  orifice                f -> m 
0.894  déséquilibré           f -> m 
0.894  lampadaire             f -> m 
0.888  empoté                 f -> m 
0.888  covoiturage            f -> m 
0.885  coquillage             f -> m 
0.882  exode                  f -> m 
0.878  cartilage              f -> m 
0.875  rapace                 f -> m 
0.872  binaire                f -> m 
0.872  vicaire                f -> m 
0.872  remake                 f -> m 
0.869  trapèze                f -> m 
0.869  iode                   f -> m 
0.869  dédale                 f -> m 
0.866  incruste               f -> m 
0.866  lactose                f -> m 
0.86   textile                f -> m 
0.856  carnivore              f -> m 
0.856  orbe                   f -> m 
0.853  thrace                 f -> m 
0.853  saule                  f -> m 
0.853  vestibule              f -> m 
0.853  attelage               f -> m 
0.853  frêne                  f -> m 
0.85   comptage               f -> m 
0.85   camée                  f -> m 
0.85   croque                 f -> m 
0.847  boa                    f -> m 
0.847  mimosa                 f -> m 
0.847  cuirassé               f -> m 
0.847  corsage                f -> m 
0.844  crible                 f -> m 
0.844  drugstore              f -> m 
0.841  bla-bla                f -> m 
0.841  sevrage                f -> m 
0.841  grand-oncle            f -> m 
0.838  antibiotique           f -> m 
0.834  gruyère                f -> m 
0.834  colosse                f -> m 
0.834  able                   f -> m 
0.831  amarrage               f -> m 
0.828  asphalte               f -> m 
0.828  chanvre                f -> m 
0.828  gode                   f -> m 
0.828  enclume                m -> f 
0.825  dérapage               f -> m 
0.825  grimoire               f -> m 
0.822  abattage               f -> m 
0.819  doigté                 f -> m 
0.815  mage                   f -> m 
0.815  câblage                f -> m 
0.815  mufle                  f -> m 
0.809  breuvage               f -> m 
0.806  bagne                  f -> m 
0.803  frigidaire             f -> m 
0.803  tupperware             f -> m 
0.803  préposé                f -> m 
0.803  apôtre                 f -> m 
0.8    vinyle                 f -> m 
0.8    corrine                f -> m 
0.8    moka                   f -> m 
0.797  périscope              f -> m 
0.797  stéréotype             f -> m 
0.793  bongo                  m -> f 
0.793  sommaire               f -> m 
0.793  barbelé                f -> m 
0.793  macaque                f -> m 
0.787  capricorne             f -> m 
0.787  stéthoscope            f -> m 
0.787  brie                   f -> m 
0.784  fion                   f -> m 
0.781  émigré                 f -> m 
0.775  litige                 f -> m 
0.775  software               f -> m 
0.775  humanoïde              f -> m 
0.775  paprika                f -> m 
0.768  rouvre                 f -> m 
0.762  diacre                 f -> m 
0.759  palme                  m -> f 
0.759  groove                 f -> m 
0.756  amputé                 f -> m 
0.756  volatile               f -> m 
0.756  costumé                f -> m 
0.752  préjugé                f -> m 
0.752  capillaire             f -> m 
0.752  cierge                 f -> m 
0.752  arrivage               f -> m 
0.752  mammifère              f -> m 
0.746  hypnotique             f -> m 
0.746  mantra                 f -> m 
0.743  mousquetaire           f -> m 
0.743  bouboule               f -> m 
0.743  épicentre              f -> m 
0.74   minotaure              f -> m 
0.74   freinage               f -> m 
0.74   rosé                   f -> m 
0.74   barda                  f -> m 
0.737  lynchage               f -> m 
0.737  spectromètre           f -> m 
0.734  polygraphe             f -> m 
0.734  comanche               f -> m 
0.73   décryptage             f -> m 
0.727  inca                   f -> m 
0.727  embarcadère            f -> m 
0.724  fiacre                 f -> m 
0.721  dundee                 f -> m 
0.718  microphone             f -> m 
0.718  tumulte                f -> m 
0.718  bouche-à-bouche        f -> m 
0.715  bulgare                f -> m 
0.715  adage                  f -> m 
0.712  dressage               f -> m 
0.712  espiègle               f -> m 
0.705  notable                f -> m 
0.702  prélude                f -> m 
0.699  meublé                 f -> m 
0.696  quadruple              f -> m 
0.696  repassage              f -> m 
0.693  linéaire               f -> m 
0.693  auditoire              f -> m 
0.69   attaché-case           f -> m 
0.69   mixage                 f -> m 
0.69   sous-fifre             f -> m 
0.686  codage                 f -> m 
0.686  patriarche             f -> m 
0.68   thêta                  f -> m 
0.677  signifié               f -> m 
0.677  collage                f -> m 
0.677  sténo                  m -> f 
0.677  échafaudage            f -> m 
0.674  zodiaque               f -> m 
0.674  garde-meuble           f -> m 
0.674  tricycle               f -> m 
0.671  pied-de-biche          f -> m 
0.664  gastro                 m -> f 
0.664  subterfuge             f -> m 
0.661  racolage               f -> m 
0.661  katana                 f -> m 
0.661  moulage                f -> m 
0.655  iguane                 f -> m 
0.655  playlist               m -> f 
0.655  primate                f -> m 
0.652  dièse                  f -> m 
0.645  oncologue              f -> m 
0.645  hématocrite            f -> m 
0.645  bas-côté               f -> m 
0.645  croate                 f -> m 
0.642  drainage               f -> m 
0.642  remue-ménage           f -> m 
0.639  savoir-vivre           f -> m 
0.636  language               f -> m 
0.636  zeste                  f -> m 
0.63   corona                 f -> m 
0.63   surdoué                f -> m 
0.627  arriéré                f -> m 
0.627  hallucinogène          f -> m 
0.627  fuselage               f -> m 
0.627  salarié                f -> m 
0.627  traçage                f -> m 
0.627  pitre                  f -> m 
0.627  arrimage               f -> m 
0.623  hippocampe             f -> m 
0.623  remorquage             f -> m 
0.62   tanné                  f -> m 
0.62   métrage                f -> m 
0.62   abysse                 f -> m 
0.617  kana                   f -> m 
0.614  tchétchène             f -> m 
0.614  acérola                f -> m 
0.614  pelage                 f -> m 
0.611  polymère               f -> m 
0.608  cintre                 f -> m 
0.608  ouï-dire               f -> m 
0.608  calcaire               f -> m 
0.605  ciré                   f -> m 
0.605  ravage                 f -> m 
0.605  henné                  f -> m 
0.605  encodage               f -> m 
0.601  amuse-gueule           f -> m 
0.601  koala                  f -> m 
0.601  compère                f -> m 
0.598  alunissage             f -> m 
0.595  illustré               f -> m 
0.595  cèdre                  f -> m 
0.595  abrégé                 f -> m 
0.592  parcmètre              f -> m 
0.592  belvédère              f -> m 
0.589  électro                m -> f 
0.589  carambolage            f -> m 
0.589  désavantage            f -> m 
0.589  pâturage               f -> m 
0.586  œsophage               f -> m 
0.586  astre                  f -> m 
0.586  free-lance             f -> m 
0.586  voltage                f -> m 
0.582  philtre                f -> m 
0.579  lave-linge             f -> m 
0.579  arbitrage              f -> m 
0.576  mégaphone              f -> m 
0.576  engrenage              f -> m 
0.576  monticule              f -> m 
0.573  saccage                f -> m 
0.573  colloque               f -> m 
0.57   slave                  f -> m 
0.57   bonze                  f -> m 
0.57   tissage                f -> m 
0.57   impala                 f -> m 
0.57   décaféiné              f -> m 
0.57   oesophage              f -> m 
0.567  sciatique              f -> m 
0.567  feuillage              f -> m 
0.564  ibuprofène             f -> m 
0.56   pousse-pousse          f -> m 
0.56   vagabondage            f -> m 
0.56   aliéné                 f -> m 
0.56   pedigree               f -> m 
0.557  plaquage               f -> m 
0.557  remplissage            f -> m 
0.557  prologue               f -> m 
0.557  smartphone             f -> m 
0.554  forcené                f -> m 
0.551  apothicaire            f -> m 
0.551  rescapé                f -> m 
0.551  manga                  f -> m 
0.551  dopage                 f -> m 
0.548  philharmonique         f -> m 
0.548  ancrage                f -> m 
0.548  gué                    f -> m 
0.548  lierre                 f -> m 
0.545  réceptacle             f -> m 
0.545  anaconda               f -> m 
0.545  satyre                 f -> m 
0.542  bénédicité             f -> m 
0.542  diocèse                f -> m 
0.542  en-tête                f -> m 
0.542  centaure               f -> m 
0.542  pupitre                f -> m 
0.538  après-rasage           f -> m 
0.538  enchanteresse          f -> m 
0.535  rembourrage            f -> m 
0.535  bé                     f -> m 
0.532  faîte                  f -> m 
0.532  sagittaire             f -> m 
0.529  pointage               f -> m 
0.529  redémarrage            f -> m 
0.529  pistage                f -> m 
0.526  pesticide              f -> m 
0.523  isotope                f -> m 
0.523  ganymède               f -> m 
0.52   croquemitaine          f -> m 
0.52   vestige                f -> m 
0.52   annulaire              f -> m 
0.52   capitule               f -> m 
0.52   pétale                 f -> m 
0.52   ovaire                 f -> m 
0.52   découpage              f -> m 
0.52   liège                  f -> m 
0.52   dunkerque              f -> m 
0.516  marchandage            f -> m 
0.516  burlesque              f -> m 
0.516  fourrage               f -> m 
0.516  talkie                 f -> m 
0.513  cloaque                f -> m 
0.513  crotale                f -> m 
0.513  saint-pierre           f -> m 
0.51   polystyrène            f -> m 
0.51   conclave               f -> m 
0.51   rouage                 f -> m 
0.51   tourne-disque          f -> m 
0.51   narcotique             f -> m 
0.507  rosaire                f -> m 
0.507  socle                  f -> m 
0.507  subordonné             f -> m 
0.507  mort-né                f -> m 
0.507  chiqué                 f -> m 
0.507  bla-bla-bla            f -> m 
0.504  mandataire             f -> m 
0.504  réverbère              f -> m 
0.504  antiseptique           f -> m 
0.504  raz-de-marée           f -> m 
0.501  monospace              f -> m 
0.501  bru                    m -> f 
0.501  prône                  f -> m 
0.497  semi-remorque          f -> m 
0.494  prépuce                f -> m 
0.494  obélisque              f -> m 
0.494  jubilé                 f -> m 
0.494  naufragé               f -> m 
0.494  massé                  f -> m 
0.494  cime                   m -> f 
0.491  gent                   m -> f 
0.491  surmenage              f -> m 
0.488  esclandre              f -> m 
0.488  ion                    f -> m 
0.485  kilométrage            f -> m 
0.485  gemme                  m -> f 
0.485  cellophane             f -> m 
0.485  cinoche                f -> m 
0.485  formaldéhyde           f -> m 
0.485  sana                   f -> m 
0.482  bouledogue             f -> m 
0.482  premier-né             f -> m 
0.479  cosmétique             f -> m 
0.475  scaphandre             f -> m 
0.475  anagramme              m -> f 
0.475  romanesque             f -> m 
0.475  kurde                  f -> m 
0.472  péricarde              f -> m 
0.472  coloriage              f -> m 
0.472  flemme                 m -> f 
0.472  mana                   f -> m 
0.472  analgésique            f -> m 
0.469  lovelace               f -> m 
0.469  bahia                  f -> m 
0.469  périodique             f -> m 
0.469  cantique               f -> m 
0.466  faste                  f -> m 
0.466  réserviste             f -> m 
0.466  amphithéâtre           f -> m 
0.466  morpion                f -> m 
0.466  piranha                f -> m 
0.463  simulacre              f -> m 
0.463  glu                    m -> f 
0.463  soporifique            f -> m 
0.46   carbure                f -> m 
0.46   auriculaire            f -> m 
0.46   avant-gardiste         f -> m 
0.46   équinoxe               f -> m 
0.457  roque                  f -> m 
0.457  dribble                f -> m 
0.457  vaudeville             f -> m 
0.457  feuilleté              f -> m 
0.453  dictaphone             f -> m 
0.45   dépannage              f -> m 
0.45   énoncé                 f -> m 
0.45   légionnaire            f -> m 
0.45   bidonville             f -> m 
0.45   sous-comité            f -> m 
0.45   chasse-neige           f -> m 
0.447  hyoïde                 f -> m 
0.447  polichinelle           f -> m 
0.444  pneumatique            f -> m 
0.444  baromètre              f -> m 
0.444  beagle                 f -> m 
0.444  ciblage                f -> m 
0.441  ukulélé                f -> m 
0.441  illettré               f -> m 
0.441  syndiqué               f -> m 
0.441  cerbère                f -> m 
0.438  scribe                 f -> m 
0.438  bulbe                  f -> m 
0.438  maléfice               f -> m 
0.438  ouvre-boîte            f -> m 
0.431  magenta                f -> m 
0.431  alfa                   f -> m 
0.431  hit-parade             f -> m 
0.431  hurricane              f -> m 
0.431  grunge                 f -> m 
0.431  givre                  f -> m 
0.431  épilogue               f -> m 
0.431  phonographe            f -> m 
0.431  calife                 f -> m 
0.428  ganga                  f -> m 
0.428  composite              f -> m 
0.428  demi-siècle            f -> m 
0.425  acrylique              f -> m 
0.425  pompage                f -> m 
0.422  terre-neuve            f -> m 
0.422  peau-rouge             f -> m 
0.422  box-office             f -> m 
0.422  péroné                 f -> m 
0.422  sulfure                f -> m 
0.419  trucage                f -> m 
0.419  bouclage               f -> m 
0.416  fractale               f -> m 
0.416  pelotage               f -> m 
0.416  corsaire               f -> m 
0.416  écervelé               f -> m 
0.416  garde-chasse           f -> m 
0.416  outre-tombe            f -> m 
0.412  furoncle               f -> m 
0.412  bouc-émissaire         f -> m 
0.412  protagoniste           f -> m 
0.412  mollusque              f -> m 
0.412  rando                  m -> f 
0.409  pylône                 f -> m 
0.409  prieuré                f -> m 
0.409  tapioca                f -> m 
0.409  rectangle              f -> m 
0.409  cerne                  f -> m 
0.409  débouché               f -> m 
0.409  indigné                f -> m 
0.406  monocle                f -> m 
0.406  ara                    f -> m 
0.406  yakusa                 f -> m 
0.406  iota                   f -> m 
0.403  plombage               f -> m 
0.403  crumble                f -> m 
0.403  troufion               f -> m 
0.4    gazé                   f -> m 
0.4    plumage                f -> m 
0.4    cybercafé              f -> m 
0.397  exutoire               f -> m 
0.394  quadrillage            f -> m 
0.394  paquetage              f -> m 
0.394  battage                f -> m 
0.394  syndicaliste           f -> m 
0.39   à-côté                 f -> m 
0.387  courtage               f -> m 
0.387  hydravion              f -> m 
0.387  braconnage             f -> m 
0.387  mestre                 f -> m 
0.384  osmose                 f -> m 
0.378  siecle                 f -> m 
0.378  tangue                 f -> m 
0.375  géo                    m -> f 
0.375  filigrane              f -> m 
0.375  hosanna                f -> m 
0.372  celte                  f -> m 
0.372  fourgue                f -> m 
0.372  décodage               f -> m 
0.368  bullshit               m -> f 
0.368  mot-clé                f -> m 
0.368  collagène              f -> m 
0.368  cadastre               f -> m 
0.365  gramophone             f -> m 
0.365  myocarde               f -> m 
0.365  tungstène              f -> m 
0.365  hydrate                f -> m 
0.365  cloître                f -> m 
0.365  peroxyde               f -> m 
0.365  zona                   f -> m 
0.365  automate               f -> m 
0.365  100e                   f -> m 
0.362  coton-tige             f -> m 
0.362  sigle                  f -> m 
0.362  gouda                  f -> m 
0.362  pécule                 f -> m 
0.362  déverrouillage         f -> m 
0.362  œdipe                  f -> m 
0.359  tamponnade             f -> m 
0.359  hectare                f -> m 
0.359  nitrogène              f -> m 
0.359  entête                 f -> m 
0.359  beu                    m -> f 
0.356  téléphérique           f -> m 
0.356  urètre                 f -> m 
0.353  girofle                f -> m 
0.353  sbire                  f -> m 
0.353  hydroxyde              f -> m 
0.353  taxidermiste           f -> m 
0.353  mamba                  f -> m 
0.349  molosse                f -> m 
0.349  deltaplane             f -> m 
0.349  beau-papa              f -> m 
0.346  cancre                 f -> m 
0.346  ciboire                f -> m 
0.346  fructose               f -> m 
0.346  exosquelette           f -> m 
0.346  malware                f -> m 
0.343  lettré                 f -> m 
0.343  godemiché              f -> m 
0.343  tyrannosaure           f -> m 
0.343  genièvre               f -> m 
0.343  alinéa                 f -> m 
0.34   ombrage                f -> m 
0.34   aiguillage             f -> m 
0.34   latté                  f -> m 
0.34   pagne                  f -> m 
0.34   portique               f -> m 
0.34   pied-à-terre           f -> m 
0.337  réfractaire            f -> m 
0.337  gringue                f -> m 
0.337  zina                   f -> m 
0.337  bamboula               f -> m 
0.334  lance-pierre           f -> m 
0.334  doge                   f -> m 
0.334  arbuste                f -> m 
0.334  gaélique               f -> m 
0.334  rouge-gorge            f -> m 
0.331  roué                   f -> m 
0.331  bridé                  f -> m 
0.331  tabernacle             f -> m 
0.331  aparté                 f -> m 
0.331  sectaire               f -> m 
0.327  cadrage                f -> m 
0.327  carbonate              f -> m 
0.327  saltimbanque           f -> m 
0.327  fumigène               f -> m 
0.324  benzène                f -> m 
0.324  doublage               f -> m 
0.324  duché                  f -> m 
0.324  amphibie               f -> m 
0.324  panaché                f -> m 
0.324  diapo                  m -> f 
0.324  mysticisme             m -> f 
0.321  argumentaire           f -> m 
0.321  bagagiste              f -> m 
0.321  repêchage              f -> m 
0.318  préambule              f -> m 
0.318  sacerdoce              f -> m 
0.315  dignitaire             f -> m 
0.315  commérage              f -> m 
0.315  nutella                f -> m 
0.315  phacochère             f -> m 
0.315  schiste                f -> m 
0.315  staphylocoque          f -> m 
0.315  caillé                 f -> m 
0.312  remodelage             f -> m 
0.312  essuie-glace           f -> m 
0.312  court-métrage          f -> m 
0.309  séquoia                f -> m 
0.309  submersible            f -> m 
0.309  tacle                  f -> m 
0.309  tentacule              f -> m 
0.309  sandwicherie           f -> m 
0.305  gommage                f -> m 
0.305  casse-pipe             f -> m 
0.305  siége                  f -> m 
0.305  accostage              f -> m 
0.305  pique-assiette         f -> m 
0.305  régicide               f -> m 
0.305  terre-à-terre          f -> m 
0.305  parrainage             f -> m 
0.305  bromure                f -> m 
0.305  pilosité               f -> m 
0.302  amerloque              f -> m 
0.302  bien-fondé             f -> m 
0.302  libre-échange          f -> m 
0.302  freestyle              f -> m 
0.302  camion-citerne         f -> m 
0.302  préfixe                f -> m 
0.302  altimètre              f -> m 
0.302  sonotone               f -> m 
0.299  synthé                 f -> m 
0.299  zaïre                  f -> m 
0.299  séquençage             f -> m 
0.299  hortensia              f -> m 
0.299  paratonnerre           f -> m 
0.299  paramètre              f -> m 
0.299  appareillage           f -> m 
0.299  visionnage             f -> m 
0.296  tollé                  f -> m 
0.296  filtrage               f -> m 
0.296  collyre                f -> m 
0.293  croupion               f -> m 
0.293  lévitique              f -> m 
0.293  raya                   f -> m 
0.293  négoce                 f -> m 
0.293  macramé                f -> m 
0.293  réquisitoire           f -> m 
0.29   maxillaire             f -> m 
0.29   ganglion               f -> m 
0.29   albâtre                f -> m 
0.287  lexique                f -> m 
0.287  astrolabe              f -> m 
0.287  pickle                 f -> m 
0.287  marque-page            f -> m 
0.287  pantomime              m -> f 
0.287  sodomite               f -> m 
0.287  estuaire               f -> m 
0.287  astérisque             f -> m 
0.287  pétunia                f -> m 
0.283  expert-comptable       f -> m 
0.283  baltringue             f -> m 
0.283  tété                   f -> m 
0.283  fanion                 f -> m 
0.283  contreplaqué           f -> m 
0.283  velouté                f -> m 
0.283  bosniaque              f -> m 
0.283  lycra                  f -> m 
0.283  acacia                 f -> m 
0.283  malaga                 f -> m 
0.283  cashmere               f -> m 
0.283  slovaque               f -> m 
0.283  hardware               f -> m 
0.28   séchage                f -> m 
0.277  mastodonte             f -> m 
0.277  concile                f -> m 
0.274  rinçage                f -> m 
0.274  tiroir-caisse          f -> m 
0.274  archétype              f -> m 
0.274  disquaire              f -> m 
0.274  calibrage              f -> m 
0.274  chèvrefeuille          f -> m 
0.271  oxymore                f -> m 
0.271  lance-roquette         f -> m 
0.271  chinchilla             f -> m 
0.271  igname                 m -> f 
0.271  ermitage               f -> m 
0.271  granola                f -> m 
0.271  infortuné              f -> m 
0.271  intermède              f -> m 
0.268  tabassage              f -> m 
0.268  toilettage             f -> m 
0.268  monolithe              f -> m 
0.268  badinage               f -> m 
0.268  madère                 f -> m 
0.268  pontife                f -> m 
0.268  directoire             f -> m 
0.268  galion                 f -> m 
0.268  papotage               f -> m 
0.264  lampion                f -> m 
0.264  gribouillage           f -> m 
0.264  gyrophare              f -> m 
0.264  paramilitaire          f -> m 
0.264  babeurre               f -> m 
0.264  évangéliste            f -> m 
0.264  déballage              f -> m 
0.261  bugle                  f -> m 
0.261  centuple               f -> m 
0.261  phosphate              f -> m 
0.261  yucca                  f -> m 
0.258  sablé                  f -> m 
0.258  kamala                 f -> m 
0.258  lèche-vitrine          f -> m 
0.258  parricide              f -> m 
0.258  jambalaya              f -> m 
0.258  néné                   f -> m 
0.258  ténia                  f -> m 
0.258  bipède                 f -> m 
0.258  pétage                 f -> m 
0.255  serre-tête             f -> m 
0.255  pliage                 f -> m 
0.255  couplage               f -> m 
0.255  alsace                 f -> m 
0.255  archevêché             f -> m 
0.255  gardénia               f -> m 
0.252  habitacle              f -> m 
0.252  habillage              f -> m 
0.252  âtre                   f -> m 
0.252  archidiocèse           f -> m 
0.252  outillage              f -> m 
0.249  incube                 f -> m 
0.249  ua                     f -> m 
0.249  alpaga                 f -> m 
0.249  gyroscope              f -> m 
0.249  surplace               f -> m 
0.246  kaléidoscope           f -> m 
0.246  ustensile              f -> m 
0.246  léchage                f -> m 
0.246  hermite                f -> m 
0.242  manganèse              f -> m 
0.242  chouia                 f -> m 
0.242  cafouillage            f -> m 
0.242  stéroïde               f -> m 
0.242  acétate                f -> m 
0.242  retardataire           f -> m 
0.239  moratoire              f -> m 
0.239  monocycle              f -> m 
0.239  insurgé                f -> m 
0.239  sextant                m -> f 
0.239  bicentenaire           f -> m 
0.239  biblio                 m -> f 
0.239  flouze                 f -> m 
0.239  archivage              f -> m 
0.239  concubinage            f -> m 
0.236  spare                  f -> m 
0.236  remariage              f -> m 
0.236  zonage                 f -> m 
0.236  prolétaire             f -> m 
0.236  vé                     f -> m 
0.233  gorgonzola             f -> m 
0.233  kolkhoze               f -> m 
0.233  bas-ventre             f -> m 
0.233  aga                    f -> m 
0.233  amerrissage            f -> m 
0.233  ptérodactyle           f -> m 
0.233  conso                  m -> f 
0.233  elfique                f -> m 
0.233  déhanché               f -> m 
0.233  fessé                  f -> m 
0.233  cordage                f -> m 
0.233  sans-gêne              f -> m 
0.23   périnée                f -> m 
0.23   antihistaminique       f -> m 
0.23   fuchsia                f -> m 
0.23   tulle                  f -> m 
0.23   dîme                   m -> f 
0.23   baccara                f -> m 
0.23   fleurie                f -> m 
0.23   gugusse                f -> m 
0.23   mandala                f -> m 
0.23   butane                 f -> m 
0.23   pense-bête             f -> m 
0.227  surnombre              f -> m 
0.227  psychotrope            f -> m 
0.227  suaire                 f -> m 
0.227  coléoptère             f -> m 
0.227  œstrogène              f -> m 
0.227  streptocoque           f -> m 
0.224  yuppie                 f -> m 
0.224  porte-clé              f -> m 
0.224  bicycle                f -> m 
0.224  péritoine              f -> m 
0.224  graphite               f -> m 
0.224  gypse                  f -> m 
0.224  nid-de-poule           f -> m 
0.224  mulâtre                f -> m 
0.224  suppositoire           f -> m 
0.22   semple                 f -> m 
0.22   rouble                 f -> m 
0.22   pucelage               f -> m 
0.22   apanage                f -> m 
0.22   appontage              f -> m 
0.22   bermuda                f -> m 
0.22   ide                    f -> m 
0.217  trucmuche              f -> m 
0.217  kawa                   f -> m 
0.217  multimédia             f -> m 
0.217  salpêtre               f -> m 
0.214  squire                 f -> m 
0.214  titrage                f -> m 
0.214  blogue                 f -> m 
0.214  nécro                  m -> f 
0.214  opprobre               f -> m 
0.214  hêtre                  f -> m 
0.211  spermicide             f -> m 
0.211  fantoche               f -> m 
0.211  maharaja               f -> m 
0.211  jonglage               f -> m 
0.211  camélia                f -> m 
0.211  trépassé               f -> m 
0.211  chanoine               f -> m 
0.208  sans-faute             f -> m 
0.208  bruitage               f -> m 
0.208  gras-double            f -> m 
0.208  placage                f -> m 
0.208  orne                   f -> m 
0.208  éthylène               f -> m 
0.208  détartrage             f -> m 
0.208  polissage              f -> m 
0.205  tintamarre             f -> m 
0.205  pé                     f -> m 
0.205  narguilé               f -> m 
0.205  gardiennage            f -> m 
0.205  suffrage               f -> m 
0.205  laryngoscope           f -> m 
0.205  acétylène              f -> m 
0.202  breakdance             f -> m 
0.202  décrochage             f -> m 
0.202  antalgique             f -> m 
0.202  ayahuasca              f -> m 
0.202  groupuscule            f -> m 
0.202  margrave               f -> m 
0.202  échographe             f -> m 
0.202  anxiolytique           f -> m 
0.198  xylophone              f -> m 
0.198  brême                  m -> f 
0.198  tétrarque              f -> m 
0.198  ratissage              f -> m 
0.198  ratage                 f -> m 
0.198  arrachage              f -> m 
0.198  entreposage            f -> m 
0.198  camphre                f -> m 
0.195  vitrage                f -> m 
0.195  babillage              f -> m 
0.195  radiocassette          f -> m 
0.195  losange                f -> m 
0.195  septime                m -> f 
0.195  rabe                   f -> m 
0.195  tropique               f -> m 
0.192  baklava                f -> m 
0.192  prion                  f -> m 
0.192  haltère                f -> m 
0.192  gazole                 f -> m 
0.192  coupe-gorge            f -> m 
0.192  ménisque               f -> m 
0.192  parachutage            f -> m 
0.192  novocaïne              f -> m 
0.189  derviche               f -> m 
0.189  déchiffrage            f -> m 
0.189  allume-cigare          f -> m 
0.189  bore                   f -> m 
0.189  bastringue             f -> m 
0.189  crustacé               f -> m 
0.189  brassage               f -> m 
0.189  télésiège              f -> m 
0.189  bellâtre               f -> m 
0.189  angora                 f -> m 
0.189  évêché                 f -> m 
0.189  ornithorynque          f -> m 
0.186  antiacide              f -> m 
0.186  chronographe           f -> m 
0.186  promontoire            f -> m 
0.186  copra                  f -> m 
0.186  lignage                f -> m 
0.186  agave                  f -> m 
0.186  macfarlane             f -> m 
0.186  bourrage               f -> m 
0.186  fratricide             f -> m 
0.186  polyéthylène           f -> m 
0.183  glutamate              f -> m 
0.183  séminariste            f -> m 
0.183  chacha                 f -> m 
0.183  archidiacre            f -> m 
0.183  neurone                f -> m 
0.183  précepte               f -> m 
0.183  dromadaire             f -> m 
0.183  patronage              f -> m 
0.179  enfantillage           f -> m 
0.179  phrasé                 f -> m 
0.179  adobe                  f -> m 
0.179  pédéraste              f -> m 
0.179  cassage                f -> m 
0.179  oratoire               f -> m 
0.179  arcane                 f -> m 
0.176  mouillage              f -> m 
0.176  ocre                   f -> m 
0.176  warfarine              f -> m 
0.176  herbivore              f -> m 
0.176  libre-arbitre          f -> m 
0.176  chlorate               f -> m 
0.176  veuvage                f -> m 
0.173  demi-cercle            f -> m 
0.173  minutage               f -> m 
0.173  paraphe                f -> m 
0.173  minestrone             f -> m 
0.173  cyrillique             f -> m 
